lead_id,company_name,zip_code,lead_source,lead_status,industry,company_size,deal_value,sales_rep,created_date,close_date
LEAD-015946,"Alvarado, Gross and Carlson",32157,Website,Won,Manufacturing,11-50,13988,David Johnson,2024-08-19,2024-10-24
LEAD-015947,Salazar-Hanna,52549,Cold Outbound,Qualified,Finance,201-500,191449,David Johnson,2024-09-11,
LEAD-015948,Ayala-Ramos,60546,Website,New,Manufacturing,51-200,25849,Eva Rodriguez,2024-03-17,
LEAD-015949,Lewis and Sons,17519,Event,Won,Retail,1-10,5144,Alice Chen,2024-11-12,
LEAD-015950,"Wiggins, Terry and James",38460,Website,Lost,Technology,51-200,29685,David Johnson,2024-11-29,
LEAD-015951,Rogers-Parsons,17251,Website,Won,Other,500+,670820,Carol Williams,2024-05-12,2024-08-15
LEAD-015952,"Brown, Moore and Taylor",52554,Event,Opportunity,Manufacturing,1-10,4720,Carol Williams,2024-09-04,
LEAD-015953,"Smith, Lee and Mann",57623,Website,Qualified,Professional Services,201-500,156680,David Johnson,2024-10-20,
LEAD-015954,Mckay-Craig,44805,Event,Opportunity,Professional Services,51-200,36340,Eva Rodriguez,2024-08-11,
LEAD-015955,"Hernandez, Wheeler and Jones",50028,Website,New,Other,51-200,39856,Eva Rodriguez,2024-11-29,
LEAD-015956,Sosa Ltd,53585,Partner,Qualified,Technology,201-500,133179,Alice Chen,2024-04-18,
LEAD-015957,Nguyen-Payne,30427,Event,Opportunity,Manufacturing,11-50,20941,Eva Rodriguez,2024-09-22,
LEAD-015958,Johns-Wheeler,14727,Event,Qualified,Technology,51-200,48462,Bob Martinez,2024-04-09,
LEAD-015959,Wilson-Jackson,86035,Content,New,Professional Services,51-200,39110,Bob Martinez,2024-02-14,
LEAD-015960,"Baker, Daniel and Lawrence",85031,Website,Won,Healthcare,51-200,76360,Alice Chen,2024-07-15,2024-10-27
LEAD-015961,Hill Inc,36351,Event,Qualified,Professional Services,11-50,15190,David Johnson,2024-06-23,
LEAD-015962,Kramer-Solis,97910,Cold Outbound,New,Professional Services,1-10,5001,Bob Martinez,2024-09-10,
LEAD-015963,Welch-Garcia,12701,Referral,Lost,Technology,1-10,5654,David Johnson,2024-01-13,2024-04-24
LEAD-015964,"Hardy, Oconnor and Rowe",66021,Event,New,Professional Services,201-500,91265,Carol Williams,2024-11-27,
LEAD-015965,Trujillo-Parker,12439,Referral,Won,Finance,1-10,4352,David Johnson,2024-08-23,2024-11-02
LEAD-015966,"Cunningham, Harris and Davis",12738,Website,Qualified,Professional Services,51-200,50768,David Johnson,2024-05-19,
LEAD-015967,Santos and Sons,75246,Website,New,Other,11-50,15944,Carol Williams,2024-11-26,
LEAD-015968,"Hartman, Shields and Flores",67039,Referral,Won,Finance,51-200,46719,Carol Williams,2024-02-09,2024-03-17
LEAD-015969,Hendrix-Anderson,59601,Cold Outbound,Qualified,Manufacturing,51-200,50926,Bob Martinez,2024-12-29,
LEAD-015970,"Bennett, Flynn and Mcconnell",28393,Website,Lost,Manufacturing,1-10,5087,Bob Martinez,2024-03-02,2024-07-20
LEAD-015971,Kidd-Hurst,70050,Cold Outbound,Opportunity,Manufacturing,1-10,3713,Carol Williams,2024-09-05,
LEAD-015972,"Williams, Taylor and Berry",61318,Referral,New,Finance,11-50,11034,Alice Chen,2024-07-10,
LEAD-015973,"Cook, Fernandez and Patel",74960,Website,Opportunity,Retail,51-200,40706,David Johnson,2024-05-13,
LEAD-015974,Fowler and Sons,07501,Cold Outbound,Qualified,Retail,51-200,44201,Eva Rodriguez,2024-02-26,
LEAD-015975,"Kennedy, Francis and Smith",30236,Website,Opportunity,Other,11-50,15299,David Johnson,2024-09-17,
LEAD-015976,"Garza, Watson and Newman",55962,Cold Outbound,Won,Finance,51-200,32725,Bob Martinez,2024-09-30,2024-11-15
LEAD-015977,"Sharp, Kane and Herman",44260,Cold Outbound,Won,Retail,51-200,55620,Carol Williams,2024-05-14,2024-06-27
LEAD-015978,Fuller Ltd,26040,Cold Outbound,Opportunity,Technology,1-10,4616,David Johnson,2024-01-15,
LEAD-015979,"Flowers, Ballard and Collins",12725,Event,New,Retail,51-200,61252,Carol Williams,2024-02-12,
LEAD-015980,"Turner, Taylor and Patel",28704,Website,Qualified,Professional Services,1-10,6436,Eva Rodriguez,2024-07-17,
LEAD-015981,Jones-Bowen,62922,Cold Outbound,Opportunity,Finance,11-50,9414,Alice Chen,2024-12-12,
LEAD-015982,"Ramirez, Mitchell and Mcdonald",44471,Referral,Won,Healthcare,11-50,11284,David Johnson,2024-08-17,
LEAD-015983,Washington PLC,31096,Website,Opportunity,Other,500+,357603,Alice Chen,2024-06-10,
LEAD-015984,"Buchanan, Li and Rosales",61571,Website,Won,Manufacturing,201-500,127112,David Johnson,2024-08-27,
LEAD-015985,"Garrison, Hernandez and Reed",50478,Cold Outbound,Opportunity,Retail,11-50,16444,David Johnson,2024-11-17,
LEAD-015986,Houston LLC,48138,Referral,New,Technology,201-500,156993,Eva Rodriguez,2024-10-14,
LEAD-015987,"Marshall, Tyler and Hess",62820,Referral,New,Finance,500+,347716,Alice Chen,2024-12-02,
LEAD-015988,"Lopez, Singh and Smith",24279,Content,Opportunity,Finance,11-50,16041,David Johnson,2024-03-26,
LEAD-015989,Hanson-Peters,25119,Referral,New,Other,201-500,139637,Bob Martinez,2024-05-20,
LEAD-015990,"Hart, Hunt and Thomas",22180,Website,Won,Professional Services,1-10,6323,David Johnson,2024-05-31,2024-09-04
LEAD-015991,"Ruiz, Carter and Allen",92211,Website,Opportunity,Retail,51-200,33277,David Johnson,2024-07-10,
LEAD-015992,Rodriguez LLC,97117,Event,Lost,Professional Services,11-50,21297,Eva Rodriguez,2024-09-01,2024-11-02
LEAD-015993,Thomas Inc,68372,Website,Opportunity,Professional Services,11-50,16291,Alice Chen,2024-03-29,
LEAD-015994,Williams Inc,63755,Referral,Lost,Other,201-500,124723,Alice Chen,2024-11-03,
LEAD-015995,"Hogan, Walker and Davis",28039,Event,Qualified,Finance,11-50,19609,Alice Chen,2024-02-15,
LEAD-015996,"Evans, Vasquez and Brooks",46280,Referral,Opportunity,Finance,500+,615646,Alice Chen,2024-08-09,
LEAD-015997,Medina-Kim,35049,Website,Won,Professional Services,11-50,21148,David Johnson,2024-01-28,2024-05-22
LEAD-015998,Escobar-King,56326,Event,Qualified,Professional Services,500+,586394,Carol Williams,2024-04-28,
LEAD-015999,"Fitzgerald, Roberts and Crosby",26167,Referral,Qualified,Healthcare,11-50,14557,Bob Martinez,2024-05-09,
LEAD-016000,Turner LLC,26582,Referral,New,Manufacturing,1-10,7287,Carol Williams,2024-12-27,
LEAD-016001,"Berger, Compton and Stafford",94579,Referral,New,Technology,51-200,56952,Bob Martinez,2024-01-09,
LEAD-016002,"Hernandez, Perez and Thomas",47338,Website,New,Manufacturing,51-200,41540,Alice Chen,2024-09-03,
LEAD-016003,"Grant, Glass and Miller",78227,Cold Outbound,Opportunity,Finance,201-500,152662,Eva Rodriguez,2024-06-26,
LEAD-016004,"Miller, Dyer and Sutton",49047,Referral,Qualified,Manufacturing,201-500,167527,Bob Martinez,2024-07-26,
LEAD-016005,Henry and Sons,56623,Referral,Opportunity,Professional Services,11-50,15121,Alice Chen,2024-12-19,
LEAD-016006,Martinez-James,34233,Website,Won,Manufacturing,11-50,8407,Bob Martinez,2024-05-15,2024-11-04
LEAD-016007,Phillips-Ferguson,12943,Event,New,Other,11-50,20421,David Johnson,2024-06-17,
LEAD-016008,"Montoya, Lewis and Barr",41817,Referral,Qualified,Retail,1-10,4033,Bob Martinez,2024-10-04,
LEAD-016009,"Wallace, Williams and Bernard",64623,Partner,Opportunity,Professional Services,11-50,19635,Alice Chen,2024-03-05,
LEAD-016010,Fox and Sons,93314,Event,New,Professional Services,51-200,37857,David Johnson,2024-10-19,
LEAD-016011,Olson LLC,02481,Website,Qualified,Professional Services,500+,279171,Alice Chen,2024-08-24,
LEAD-016012,Allen-Keith,06061,Event,Opportunity,Retail,51-200,27629,Eva Rodriguez,2024-07-04,
LEAD-016013,"Carter, Moore and Gomez",10930,Partner,Qualified,Technology,500+,580270,Carol Williams,2024-08-01,
LEAD-016014,Williamson-Baker,62061,Cold Outbound,New,Finance,11-50,18936,Alice Chen,2024-08-05,
LEAD-016015,Martin Ltd,58769,Website,Opportunity,Healthcare,11-50,13574,Eva Rodriguez,2024-10-09,
LEAD-016016,Martinez PLC,93442,Website,Opportunity,Other,201-500,163357,Eva Rodriguez,2024-02-08,
LEAD-016017,"Gomez, Ramirez and Herrera",80929,Referral,Lost,Professional Services,51-200,44809,Bob Martinez,2024-01-10,2024-06-22
LEAD-016018,Francis-Cobb,78574,Referral,Won,Healthcare,1-10,4263,Eva Rodriguez,2024-04-08,2024-06-09
LEAD-016019,Hopkins PLC,93730,Referral,Lost,Retail,11-50,7691,Alice Chen,2024-10-02,
LEAD-016020,Wells Group,74945,Referral,Qualified,Other,51-200,55966,Bob Martinez,2024-09-03,
LEAD-016021,Berger-Williams,11949,Referral,Won,Manufacturing,51-200,49105,Eva Rodriguez,2024-08-10,2024-11-09
LEAD-016022,Douglas-Jimenez,71435,Website,Opportunity,Professional Services,500+,528211,Eva Rodriguez,2024-02-05,
LEAD-016023,"Dillon, Kent and Waters",48607,Website,Opportunity,Technology,51-200,42642,Alice Chen,2024-12-03,
LEAD-016024,Bowen and Sons,44255,Website,New,Technology,51-200,48310,Eva Rodriguez,2024-04-25,
LEAD-016025,Russell Inc,28463,Event,Qualified,Retail,11-50,13925,Eva Rodriguez,2024-10-07,
LEAD-016026,Montes-Davis,45369,Website,Qualified,Retail,1-10,6147,Alice Chen,2024-03-25,
LEAD-016027,Green-Lopez,35601,Website,Opportunity,Technology,51-200,59477,Alice Chen,2024-10-08,
LEAD-016028,Kennedy and Sons,83647,Referral,Qualified,Healthcare,1-10,3272,Alice Chen,2024-11-30,
LEAD-016029,Morris-Fischer,98292,Referral,Opportunity,Retail,51-200,28708,David Johnson,2024-10-18,
LEAD-016030,"Myers, Carter and Dunn",66411,Website,New,Other,51-200,47337,Alice Chen,2024-12-16,
LEAD-016031,Wilson-Johns,08861,Website,Opportunity,Manufacturing,11-50,15564,Carol Williams,2024-05-17,
LEAD-016032,Spence-Beck,63787,Referral,Qualified,Professional Services,201-500,146679,Eva Rodriguez,2024-08-04,
LEAD-016033,Burgess LLC,62086,Referral,Opportunity,Professional Services,51-200,17967,David Johnson,2024-08-07,
LEAD-016034,Thomas Ltd,85634,Referral,Opportunity,Finance,51-200,54446,Eva Rodriguez,2024-09-07,
LEAD-016035,Montgomery Group,82725,Content,Opportunity,Healthcare,500+,497957,Carol Williams,2024-06-09,
LEAD-016036,Taylor-Walters,75436,Partner,Opportunity,Technology,1-10,5417,David Johnson,2024-09-29,
LEAD-016037,Fowler Inc,08240,Event,Won,Healthcare,1-10,4756,Bob Martinez,2024-08-18,2024-11-19
LEAD-016038,Hunt and Sons,37841,Referral,Opportunity,Retail,51-200,56714,Eva Rodriguez,2024-10-25,
LEAD-016039,Ramirez-Sandoval,87122,Referral,Qualified,Other,51-200,44777,Carol Williams,2024-04-16,
LEAD-016040,Jenkins-Gates,30009,Cold Outbound,New,Other,500+,675019,Carol Williams,2024-08-13,
LEAD-016041,"Molina, Hernandez and Watson",26378,Website,Qualified,Finance,11-50,8107,David Johnson,2024-07-08,
LEAD-016042,Harrell-Bird,38611,Referral,Opportunity,Manufacturing,201-500,168113,Eva Rodriguez,2024-07-03,
LEAD-016043,"Yates, Perry and Bradford",29536,Partner,New,Healthcare,51-200,29888,Alice Chen,2024-03-19,
LEAD-016044,Campos-Hall,17059,Content,Opportunity,Retail,51-200,54009,Bob Martinez,2024-02-13,
LEAD-016045,Garcia Group,26301,Cold Outbound,Lost,Other,11-50,17851,David Johnson,2024-04-04,2024-05-21
LEAD-016046,Porter Ltd,67013,Website,Opportunity,Manufacturing,11-50,12687,Alice Chen,2024-12-01,
LEAD-016047,Franklin LLC,99030,Referral,New,Retail,1-10,7541,Bob Martinez,2024-07-25,
LEAD-016048,Shaffer LLC,44120,Referral,Opportunity,Finance,500+,734059,Alice Chen,2024-03-07,
LEAD-016049,"Leblanc, Long and Hernandez",04750,Website,Opportunity,Other,11-50,22702,Bob Martinez,2024-01-26,
LEAD-016050,Thompson LLC,47875,Cold Outbound,Opportunity,Manufacturing,11-50,8325,Eva Rodriguez,2024-09-24,
LEAD-016051,Bender-Crawford,04238,Cold Outbound,New,Finance,51-200,66061,Carol Williams,2024-07-04,
LEAD-016052,Vega-Morrison,47135,Event,Qualified,Healthcare,11-50,11851,Bob Martinez,2024-06-02,
LEAD-016053,Henry-Nguyen,59645,Website,Lost,Technology,201-500,73051,Bob Martinez,2024-02-25,2024-07-28
LEAD-016054,Ross PLC,05672,Partner,Qualified,Manufacturing,51-200,28719,Carol Williams,2024-04-05,
LEAD-016055,Williams-Buck,71469,Referral,Qualified,Technology,11-50,7128,Carol Williams,2024-07-16,
LEAD-016056,"Bryant, Ramirez and Smith",98532,Website,Qualified,Technology,1-10,4577,Eva Rodriguez,2024-03-23,
LEAD-016057,"Richards, Adams and Bautista",02143,Referral,Qualified,Manufacturing,51-200,50537,Alice Chen,2024-09-25,
LEAD-016058,"Myers, Alvarez and Mccormick",55069,Event,Qualified,Retail,51-200,59620,Eva Rodriguez,2024-12-29,
LEAD-016059,Cox PLC,54202,Event,Opportunity,Other,51-200,57481,Alice Chen,2024-10-03,
LEAD-016060,Parrish-Martin,70435,Website,Opportunity,Technology,51-200,45035,Alice Chen,2024-02-10,
LEAD-016061,"Nguyen, Hernandez and Lang",31714,Website,Opportunity,Technology,1-10,1000,Carol Williams,2024-02-21,
LEAD-016062,Gibson-Miller,85037,Website,Opportunity,Finance,500+,497487,David Johnson,2024-07-23,
LEAD-016063,"Morrison, Day and Moore",53081,Website,New,Other,11-50,14131,Alice Chen,2024-06-08,
LEAD-016064,"Woods, Davis and Reynolds",62825,Referral,Opportunity,Technology,51-200,57272,Carol Williams,2024-08-14,
LEAD-016065,Gutierrez Group,35146,Partner,Opportunity,Finance,11-50,14262,Bob Martinez,2024-03-25,
LEAD-016066,Conner Inc,21046,Cold Outbound,Lost,Other,11-50,15338,Carol Williams,2024-09-29,2024-12-16
LEAD-016067,"Day, Banks and Sloan",95121,Event,New,Finance,51-200,39686,Alice Chen,2024-05-15,
LEAD-016068,"Hill, Jones and Baker",90221,Referral,Lost,Manufacturing,500+,382320,David Johnson,2024-07-05,2024-10-23
LEAD-016069,"White, Tate and Peterson",07077,Referral,Qualified,Manufacturing,1-10,6190,Alice Chen,2024-12-12,
LEAD-016070,Mccann Group,63882,Referral,Opportunity,Professional Services,500+,287216,Eva Rodriguez,2024-10-11,
LEAD-016071,Chapman-Valentine,67658,Website,Opportunity,Manufacturing,51-200,61591,Eva Rodriguez,2024-08-20,
LEAD-016072,Dominguez and Sons,55455,Website,Qualified,Finance,51-200,47964,Bob Martinez,2024-06-27,
LEAD-016073,Hernandez-Li,40870,Website,Opportunity,Retail,51-200,67665,Eva Rodriguez,2024-04-05,
LEAD-016074,"Ortiz, Whitehead and Mullins",97370,Website,Opportunity,Professional Services,51-200,13369,Carol Williams,2024-03-26,
LEAD-016075,Johnson Group,39117,Partner,Opportunity,Manufacturing,201-500,128919,Alice Chen,2024-08-16,
LEAD-016076,"Gould, Thompson and Erickson",57751,Cold Outbound,Won,Retail,51-200,53366,Carol Williams,2024-09-05,
LEAD-016077,"Peters, Hutchinson and Wells",71333,Referral,Lost,Manufacturing,201-500,196526,David Johnson,2024-07-09,2024-11-21
LEAD-016078,Beck LLC,74872,Website,Qualified,Finance,51-200,59583,Bob Martinez,2024-12-01,
LEAD-016079,Walker-Lopez,93636,Event,New,Technology,51-200,51795,David Johnson,2024-02-12,
LEAD-016080,"Herring, Spencer and Molina",89144,Partner,Won,Finance,51-200,43166,David Johnson,2024-10-15,2024-11-24
LEAD-016081,Thomas-Day,59066,Partner,Qualified,Technology,500+,499231,David Johnson,2024-11-30,
LEAD-016082,"Fox, Kim and Murphy",35896,Website,Won,Retail,11-50,14238,Carol Williams,2024-09-18,2024-10-29
LEAD-016083,Mcfarland LLC,05355,Website,Lost,Other,51-200,60933,Carol Williams,2024-11-24,
LEAD-016084,"Robles, Walsh and Ford",54740,Event,Lost,Retail,11-50,19383,Bob Martinez,2024-04-26,2024-07-20
LEAD-016085,Norman-Jenkins,55311,Website,Won,Professional Services,51-200,42778,Eva Rodriguez,2024-05-13,2024-08-08
LEAD-016086,Johnson LLC,13021,Cold Outbound,New,Healthcare,11-50,11079,Alice Chen,2024-06-23,
LEAD-016087,"Rhodes, Bryant and Wade",75124,Website,Qualified,Healthcare,51-200,47235,Eva Rodriguez,2024-12-04,
LEAD-016088,"Martin, Young and Holland",93223,Website,Opportunity,Retail,51-200,48959,Bob Martinez,2024-10-28,
LEAD-016089,"Garcia, Wyatt and Lin",01270,Website,Qualified,Finance,11-50,14230,Eva Rodriguez,2024-12-18,
LEAD-016090,"Park, Lynch and Williams",72941,Referral,Won,Other,201-500,122113,David Johnson,2024-06-21,2024-11-28
LEAD-016091,"Clay, Anderson and Long",29614,Cold Outbound,New,Manufacturing,51-200,68016,Eva Rodriguez,2024-12-08,
LEAD-016092,Hall-Drake,38674,Website,Qualified,Healthcare,51-200,50082,David Johnson,2024-06-14,
LEAD-016093,"Garner, Chavez and Patterson",68020,Cold Outbound,Lost,Technology,11-50,15287,Carol Williams,2024-08-30,2024-10-07
LEAD-016094,Cruz-Boyer,74881,Website,Lost,Manufacturing,51-200,37169,Eva Rodriguez,2024-02-19,2024-05-22
LEAD-016095,Allen-Smith,70542,Cold Outbound,Qualified,Retail,51-200,70494,Bob Martinez,2024-11-02,
LEAD-016096,Ward-Smith,04449,Cold Outbound,Qualified,Other,11-50,16344,Carol Williams,2024-01-04,
LEAD-016097,"Hansen, Wilson and Gonzalez",11741,Event,Qualified,Retail,11-50,17963,Carol Williams,2024-07-17,
LEAD-016098,Norman PLC,45656,Website,Opportunity,Healthcare,11-50,18268,Alice Chen,2024-01-20,
LEAD-016099,Jones LLC,48434,Partner,New,Technology,1-10,4631,Eva Rodriguez,2024-12-21,
LEAD-016100,Leon Ltd,45102,Website,Won,Retail,201-500,200677,Carol Williams,2024-02-20,2024-08-14
LEAD-016101,Cochran Ltd,65774,Referral,Opportunity,Retail,51-200,56179,Carol Williams,2024-07-01,
LEAD-016102,"Smith, Crawford and Phelps",91934,Cold Outbound,Opportunity,Healthcare,51-200,55145,Carol Williams,2024-12-23,
LEAD-016103,"Douglas, Barber and Herrera",71237,Website,Won,Healthcare,51-200,76865,Alice Chen,2024-06-05,2024-11-24
LEAD-016104,Rangel and Sons,67625,Website,New,Professional Services,500+,381988,Alice Chen,2024-05-25,
LEAD-016105,Mccarthy-Perry,64874,Event,Won,Manufacturing,11-50,12444,Alice Chen,2024-04-11,2024-09-19
LEAD-016106,Clay PLC,55104,Event,Opportunity,Retail,201-500,113625,Alice Chen,2024-09-05,
LEAD-016107,Anderson PLC,01430,Event,Qualified,Technology,11-50,12509,Alice Chen,2024-01-11,
LEAD-016108,Jackson and Sons,72044,Partner,Qualified,Healthcare,500+,447442,David Johnson,2024-09-20,
LEAD-016109,Phillips-Hughes,97368,Event,Qualified,Retail,11-50,15172,Bob Martinez,2024-02-02,
LEAD-016110,"Gutierrez, Davis and Hale",39348,Website,Lost,Retail,51-200,27883,Eva Rodriguez,2024-05-19,2024-08-01
LEAD-016111,"Reynolds, Ortiz and White",35593,Website,Opportunity,Professional Services,11-50,18061,Bob Martinez,2024-06-05,
LEAD-016112,Beltran-Olsen,05829,Referral,New,Retail,11-50,16644,Carol Williams,2024-04-26,
LEAD-016113,Stephens PLC,15739,Cold Outbound,Won,Technology,1-10,4679,Eva Rodriguez,2024-03-19,2024-06-18
LEAD-016114,Webster and Sons,30530,Cold Outbound,Won,Professional Services,51-200,58517,Carol Williams,2024-03-17,2024-07-07
LEAD-016115,"Blair, Baker and Dean",41651,Cold Outbound,Won,Manufacturing,51-200,54999,Alice Chen,2024-10-03,2024-11-20
LEAD-016116,Lopez Group,10701,Website,New,Professional Services,51-200,46540,Bob Martinez,2024-12-11,
LEAD-016117,"Jones, Sullivan and Scott",26617,Referral,Opportunity,Retail,51-200,44738,Alice Chen,2024-08-04,
LEAD-016118,West-Cantrell,63857,Event,Opportunity,Retail,51-200,37840,Eva Rodriguez,2024-04-25,
LEAD-016119,Wallace LLC,17002,Website,Opportunity,Finance,1-10,4287,Alice Chen,2024-08-08,
LEAD-016120,"Friedman, Bean and Shelton",15541,Event,Lost,Manufacturing,11-50,15159,David Johnson,2024-09-21,2024-11-22
LEAD-016121,Johnson-Burnett,18327,Website,Opportunity,Finance,51-200,45511,Eva Rodriguez,2024-05-05,
LEAD-016122,Mcdonald-Williams,27571,Content,Opportunity,Retail,1-10,6067,Alice Chen,2024-08-28,
LEAD-016123,Hamilton Group,15960,Referral,Opportunity,Retail,51-200,61024,Bob Martinez,2024-09-24,
LEAD-016124,Drake-Matthews,54446,Event,Opportunity,Other,51-200,35598,Eva Rodriguez,2024-06-09,
LEAD-016125,Love-Carson,62862,Partner,Opportunity,Healthcare,201-500,106793,Bob Martinez,2024-12-16,
LEAD-016126,Rodriguez-Munoz,72773,Event,Qualified,Retail,500+,297970,Alice Chen,2024-12-29,
LEAD-016127,Miles Group,72644,Website,Won,Manufacturing,201-500,77839,David Johnson,2024-07-28,2024-11-27
LEAD-016128,Henry Ltd,80435,Referral,Qualified,Healthcare,51-200,38196,David Johnson,2024-02-14,
LEAD-016129,"Blackburn, Johnson and Miller",20735,Cold Outbound,Opportunity,Healthcare,51-200,46243,Eva Rodriguez,2024-06-22,
LEAD-016130,"Ruiz, Morales and Pugh",72714,Event,New,Finance,1-10,7664,Carol Williams,2024-01-19,
LEAD-016131,White Inc,84040,Website,Lost,Technology,51-200,38451,David Johnson,2024-01-10,2024-04-10
LEAD-016132,"Calhoun, Barker and Jordan",77316,Website,New,Manufacturing,51-200,12639,David Johnson,2024-10-27,
LEAD-016133,Robinson and Sons,26162,Referral,Opportunity,Professional Services,1-10,5778,Alice Chen,2024-02-23,
LEAD-016134,Cooper and Sons,47020,Event,Lost,Other,11-50,13141,Bob Martinez,2024-02-24,2024-07-09
LEAD-016135,Morrison Inc,50138,Content,Won,Finance,1-10,3689,David Johnson,2024-03-05,2024-07-31
LEAD-016136,Bonilla-Pena,28741,Cold Outbound,New,Healthcare,11-50,25223,Eva Rodriguez,2024-06-04,
LEAD-016137,Schultz Inc,71247,Referral,Opportunity,Technology,51-200,62756,Carol Williams,2024-02-27,
LEAD-016138,"Khan, Johnson and Ward",49125,Cold Outbound,Qualified,Finance,11-50,10506,Alice Chen,2024-11-11,
LEAD-016139,"Hoover, Ray and Rodriguez",75021,Referral,Qualified,Technology,51-200,60504,Eva Rodriguez,2024-12-09,
LEAD-016140,Carroll Group,23510,Partner,Opportunity,Retail,201-500,104255,Alice Chen,2024-05-09,
LEAD-016141,Bailey-Murphy,37098,Website,Opportunity,Other,51-200,46681,Eva Rodriguez,2024-05-01,
LEAD-016142,Wallace Group,87552,Referral,New,Technology,11-50,15083,Bob Martinez,2024-05-04,
LEAD-016143,Moran-Castro,16726,Content,Lost,Manufacturing,201-500,77376,David Johnson,2024-06-12,2024-07-20
LEAD-016144,Charles-Case,54159,Website,Opportunity,Finance,51-200,44918,Eva Rodriguez,2024-01-11,
LEAD-016145,"Pena, Thompson and Hernandez",54001,Referral,Opportunity,Technology,11-50,11257,Bob Martinez,2024-12-26,
LEAD-016146,"Lamb, Wood and Kaufman",43070,Website,Won,Professional Services,1-10,4758,Eva Rodriguez,2024-02-29,2024-06-07
LEAD-016147,Schmitt Ltd,58580,Referral,Won,Manufacturing,201-500,132026,Bob Martinez,2024-10-09,
LEAD-016148,Dawson Inc,77872,Cold Outbound,Opportunity,Professional Services,201-500,150747,Eva Rodriguez,2024-04-21,
LEAD-016149,"Gonzalez, Smith and Garcia",24445,Referral,Won,Manufacturing,51-200,71693,Eva Rodriguez,2024-04-01,2024-05-18
LEAD-016150,Dixon LLC,54541,Website,Qualified,Professional Services,11-50,15162,Carol Williams,2024-07-24,
LEAD-016151,"Howell, Chavez and Greene",95965,Referral,Opportunity,Professional Services,11-50,16236,Alice Chen,2024-08-14,
LEAD-016152,Perry PLC,79220,Cold Outbound,Opportunity,Technology,51-200,48684,Alice Chen,2024-10-10,
LEAD-016153,"Payne, Arnold and Anderson",01077,Website,Opportunity,Professional Services,51-200,23649,David Johnson,2024-11-02,
LEAD-016154,Jones-Scott,32822,Event,Qualified,Manufacturing,51-200,58015,David Johnson,2024-08-12,
LEAD-016155,Simpson Ltd,01340,Website,New,Technology,1-10,5548,Eva Rodriguez,2024-02-10,
LEAD-016156,Keller LLC,33565,Website,New,Manufacturing,1-10,3478,Eva Rodriguez,2024-06-13,
LEAD-016157,"Huber, Brown and Horne",56078,Referral,Qualified,Healthcare,51-200,59018,Eva Rodriguez,2024-10-02,
LEAD-016158,"Lam, Owens and Edwards",36114,Referral,Qualified,Technology,201-500,196656,David Johnson,2024-12-26,
LEAD-016159,Lopez Inc,30560,Event,New,Finance,11-50,9531,Alice Chen,2024-02-25,
LEAD-016160,"Pham, Flynn and Webb",51433,Cold Outbound,Won,Retail,500+,532435,Alice Chen,2024-11-01,
LEAD-016161,Rogers Ltd,41567,Event,Lost,Finance,500+,463206,Eva Rodriguez,2024-07-29,
LEAD-016162,"Porter, Jones and Schwartz",58542,Website,New,Manufacturing,51-200,21576,Carol Williams,2024-09-26,
LEAD-016163,"Peterson, Cross and King",11237,Event,Qualified,Finance,201-500,186623,Eva Rodriguez,2024-03-11,
LEAD-016164,"Hayes, Crane and Hall",23860,Website,Qualified,Technology,11-50,14226,Alice Chen,2024-10-15,
LEAD-016165,Dennis-Glover,82701,Website,Won,Finance,11-50,25808,Carol Williams,2024-03-19,2024-07-05
LEAD-016166,Hahn Inc,66840,Partner,Qualified,Healthcare,51-200,52060,Eva Rodriguez,2024-12-02,
LEAD-016167,King Inc,24581,Website,Qualified,Retail,11-50,15065,Bob Martinez,2024-04-09,
LEAD-016168,"Finley, Lee and Delgado",83713,Event,Opportunity,Finance,11-50,15703,Alice Chen,2024-12-15,
LEAD-016169,"Butler, Jennings and Shepard",65755,Referral,Opportunity,Technology,51-200,63821,Bob Martinez,2024-12-10,
LEAD-016170,Reid-Martinez,31067,Referral,Qualified,Retail,51-200,38725,David Johnson,2024-01-04,
LEAD-016171,Cannon-Hahn,57446,Cold Outbound,Qualified,Healthcare,201-500,126519,David Johnson,2024-11-12,
LEAD-016172,Huynh Inc,53031,Referral,Opportunity,Retail,201-500,98190,David Johnson,2024-12-13,
LEAD-016173,"Pitts, Arnold and Hughes",66952,Cold Outbound,New,Retail,1-10,4171,David Johnson,2024-07-31,
LEAD-016174,Thompson-Odonnell,42754,Content,Lost,Retail,51-200,34699,David Johnson,2024-03-14,2024-07-21
LEAD-016175,Green Group,01541,Event,Won,Professional Services,51-200,57791,Alice Chen,2024-07-22,
LEAD-016176,Gilbert LLC,28356,Website,New,Healthcare,1-10,5388,David Johnson,2024-11-29,
LEAD-016177,Merritt Inc,42351,Content,New,Professional Services,201-500,162932,Eva Rodriguez,2024-12-15,
LEAD-016178,Kim-Campbell,70578,Website,Lost,Manufacturing,500+,373624,Eva Rodriguez,2024-07-01,2024-11-30
LEAD-016179,Hodge-Tucker,95935,Referral,Won,Other,1-10,4372,David Johnson,2024-03-06,2024-08-15
LEAD-016180,"Stewart, Erickson and Wright",80127,Website,Opportunity,Technology,201-500,125369,Bob Martinez,2024-05-09,
LEAD-016181,Jones-Hickman,63467,Event,Won,Retail,500+,538748,Carol Williams,2024-12-01,
