lead_id,company_name,zip_code,lead_source,lead_status,industry,company_size,deal_value,sales_rep,created_date,close_date
LEAD-016701,Larsen and Sons,19481,Referral,New,Other,51-200,28243,Alice Chen,2024-05-26,
LEAD-016702,Miller-Johnson,72586,Event,Opportunity,Professional Services,201-500,190763,Carol Williams,2024-03-01,
LEAD-016703,Wilson Group,23192,Website,New,Manufacturing,11-50,19500,David Johnson,2024-01-03,
LEAD-016704,Bauer-Williams,17304,Website,Qualified,Professional Services,500+,741424,Bob Martinez,2024-05-24,
LEAD-016705,Jones-Williams,74404,Referral,Qualified,Finance,201-500,101543,Alice Chen,2024-10-20,
LEAD-016706,"Willis, Myers and Thompson",39448,Website,Opportunity,Manufacturing,201-500,168595,David Johnson,2024-03-10,
LEAD-016707,"Mcknight, Roberts and Salazar",64915,Website,Opportunity,Finance,51-200,60129,David Johnson,2024-01-07,
LEAD-016708,Smith-Carter,50027,Cold Outbound,Opportunity,Technology,1-10,4756,David Johnson,2024-03-08,
LEAD-016709,Kelly LLC,18416,Referral,Opportunity,Manufacturing,500+,582533,Alice Chen,2024-07-07,
LEAD-016710,Hernandez-Farrell,52852,Website,Qualified,Healthcare,11-50,10673,Bob Martinez,2024-08-09,
LEAD-016711,Silva LLC,64069,Cold Outbound,Lost,Manufacturing,201-500,203119,Alice Chen,2024-05-17,2024-09-01
LEAD-016712,"Glover, Torres and Alvarado",96127,Event,Won,Professional Services,51-200,72188,David Johnson,2024-01-06,2024-06-19
LEAD-016713,Morris-Richard,06935,Event,New,Other,11-50,13348,David Johnson,2024-06-17,
LEAD-016714,Turner-Shields,69460,Referral,Qualified,Manufacturing,11-50,17452,David Johnson,2024-10-15,
LEAD-016715,Lynch LLC,07849,Cold Outbound,Lost,Other,201-500,188110,Eva Rodriguez,2024-09-11,
LEAD-016716,"Shaw, Hughes and Patterson",10174,Referral,Qualified,Finance,1-10,5109,Bob Martinez,2024-12-26,
LEAD-016717,"Rodriguez, Rice and Phelps",08036,Event,Won,Professional Services,11-50,17731,Alice Chen,2024-11-24,
LEAD-016718,Gonzales PLC,73155,Cold Outbound,Lost,Technology,51-200,56923,Carol Williams,2024-08-23,2024-11-04
LEAD-016719,Smith Inc,72643,Website,Opportunity,Manufacturing,11-50,16473,David Johnson,2024-01-16,
LEAD-016720,Marks and Sons,15557,Referral,New,Technology,11-50,19629,Bob Martinez,2024-05-25,
LEAD-016721,Reynolds-Marshall,42047,Website,New,Healthcare,500+,656250,David Johnson,2024-03-13,
LEAD-016722,Riggs Group,26111,Website,Won,Healthcare,51-200,55969,Alice Chen,2024-05-22,2024-07-13
LEAD-016723,"Mcbride, Moore and Scott",37234,Referral,Lost,Other,1-10,3808,Bob Martinez,2024-04-26,2024-10-21
LEAD-016724,Leach-Johnson,57447,Cold Outbound,Opportunity,Technology,11-50,16883,Alice Chen,2024-05-05,
LEAD-016725,Bryant-Ferrell,67624,Referral,New,Technology,500+,603770,David Johnson,2024-08-12,
LEAD-016726,Salinas LLC,82224,Referral,New,Retail,11-50,16730,Bob Martinez,2024-04-03,
LEAD-016727,"Nichols, Owens and Raymond",89731,Referral,New,Other,500+,363692,Carol Williams,2024-12-13,
LEAD-016728,"Wilson, Parker and Flores",94567,Website,Opportunity,Professional Services,11-50,15369,Eva Rodriguez,2024-07-13,
LEAD-016729,Crawford LLC,19511,Referral,Opportunity,Retail,51-200,45177,Alice Chen,2024-03-02,
LEAD-016730,Martin and Sons,61976,Content,New,Other,201-500,142748,Bob Martinez,2024-10-15,
LEAD-016731,Yates Inc,01951,Cold Outbound,Opportunity,Technology,51-200,32036,Alice Chen,2024-02-11,
LEAD-016732,Morris-Frederick,23684,Event,Qualified,Manufacturing,51-200,39726,Alice Chen,2024-04-04,
LEAD-016733,Gill Inc,99928,Website,Opportunity,Professional Services,51-200,41073,Carol Williams,2024-04-21,
LEAD-016734,Walsh Inc,35115,Referral,Won,Professional Services,1-10,6394,David Johnson,2024-10-19,2024-12-02
LEAD-016735,Freeman and Sons,94681,Partner,Qualified,Technology,51-200,18974,Alice Chen,2024-08-10,
LEAD-016736,Robinson-Carter,02456,Partner,Opportunity,Healthcare,51-200,53776,David Johnson,2024-12-06,
LEAD-016737,Jones-Dixon,54303,Referral,Lost,Healthcare,11-50,15369,David Johnson,2024-06-16,2024-08-26
LEAD-016738,Obrien and Sons,94307,Referral,Opportunity,Finance,51-200,36688,Alice Chen,2024-05-08,
LEAD-016739,Banks PLC,07159,Cold Outbound,Opportunity,Manufacturing,500+,390824,Bob Martinez,2024-09-11,
LEAD-016740,Robinson and Sons,13236,Event,Qualified,Professional Services,51-200,48984,Alice Chen,2024-04-05,
LEAD-016741,"Lee, James and Johnson",47127,Referral,Qualified,Retail,51-200,52284,Bob Martinez,2024-09-27,
LEAD-016742,Hernandez-Wolf,89587,Content,Lost,Manufacturing,11-50,22134,Bob Martinez,2024-06-24,2024-09-16
LEAD-016743,Davis LLC,88625,Website,Won,Manufacturing,1-10,5783,Eva Rodriguez,2024-10-22,
LEAD-016744,"Gutierrez, Atkins and Gutierrez",23452,Website,Lost,Professional Services,201-500,187551,Bob Martinez,2024-12-28,
LEAD-016745,Shaw Group,47542,Website,New,Finance,51-200,81228,Carol Williams,2024-07-25,
LEAD-016746,Sullivan Inc,13156,Referral,New,Retail,11-50,12613,David Johnson,2024-10-01,
LEAD-016747,Huffman-Gordon,25262,Partner,Won,Manufacturing,1-10,6548,Eva Rodriguez,2024-01-14,2024-03-16
LEAD-016748,"Lewis, Kim and Carpenter",36480,Referral,Qualified,Retail,500+,539438,Bob Martinez,2024-03-02,
LEAD-016749,Clark-Schaefer,01503,Website,Qualified,Healthcare,500+,481702,Bob Martinez,2024-10-11,
LEAD-016750,Phillips-Snyder,49323,Referral,Qualified,Healthcare,11-50,10451,Carol Williams,2024-01-29,
LEAD-016751,Roberson-Bates,82009,Website,Qualified,Healthcare,11-50,13302,Bob Martinez,2024-07-20,
LEAD-016752,Murillo and Sons,25063,Referral,Opportunity,Professional Services,1-10,5305,Alice Chen,2024-08-24,
LEAD-016753,"Jones, Lamb and Stafford",21854,Cold Outbound,Lost,Manufacturing,51-200,50818,Alice Chen,2024-07-15,2024-08-19
LEAD-016754,"Smith, Montes and Stokes",74370,Website,Opportunity,Other,11-50,15816,David Johnson,2024-02-02,
LEAD-016755,Harrison-Johnson,75917,Event,New,Technology,51-200,50406,Eva Rodriguez,2024-11-23,
LEAD-016756,"Fox, Hood and Ford",15659,Cold Outbound,Opportunity,Healthcare,1-10,5450,Alice Chen,2024-06-26,
LEAD-016757,"Rogers, Crawford and Rivera",83552,Event,Opportunity,Other,51-200,53319,Eva Rodriguez,2024-08-05,
LEAD-016758,Montoya-Kim,20762,Partner,Qualified,Technology,1-10,7382,Alice Chen,2024-02-01,
LEAD-016759,"Hayes, Klein and Figueroa",95832,Partner,New,Professional Services,201-500,199756,David Johnson,2024-04-10,
LEAD-016760,Rodriguez-Massey,47681,Referral,Opportunity,Professional Services,11-50,14241,Carol Williams,2024-06-23,
LEAD-016761,Lewis-Oneal,63581,Partner,Qualified,Retail,201-500,212421,David Johnson,2024-12-12,
LEAD-016762,Vang-Pitts,69696,Referral,Won,Other,11-50,13320,Bob Martinez,2024-03-12,2024-08-03
LEAD-016763,Case-Jones,19566,Partner,Qualified,Healthcare,51-200,63138,Eva Rodriguez,2024-12-25,
LEAD-016764,"Kramer, Wilson and Richmond",12929,Website,Qualified,Technology,51-200,44261,David Johnson,2024-03-11,
LEAD-016765,"Parks, Bell and Nelson",36503,Cold Outbound,Won,Manufacturing,51-200,54382,Carol Williams,2024-05-03,2024-08-04
LEAD-016766,Hebert-Nguyen,51688,Website,Qualified,Professional Services,11-50,22739,Bob Martinez,2024-04-12,
LEAD-016767,Pham Inc,91982,Event,New,Other,1-10,5131,Eva Rodriguez,2024-10-06,
LEAD-016768,Jefferson-Hebert,11485,Website,Qualified,Manufacturing,51-200,53013,David Johnson,2024-03-17,
LEAD-016769,Williams Group,95507,Cold Outbound,Lost,Technology,11-50,12191,David Johnson,2024-05-24,2024-11-12
LEAD-016770,Jimenez Inc,95982,Website,Opportunity,Finance,11-50,18006,David Johnson,2024-04-11,
LEAD-016771,Reynolds-Morris,28164,Website,Opportunity,Healthcare,11-50,9083,Eva Rodriguez,2024-01-27,
LEAD-016772,"Thompson, Brown and Rice",23633,Website,Opportunity,Finance,1-10,6397,Bob Martinez,2024-06-13,
LEAD-016773,Garcia-Sherman,33959,Referral,Lost,Professional Services,1-10,7114,Bob Martinez,2024-06-24,2024-08-16
LEAD-016774,Berry and Sons,53635,Partner,Lost,Professional Services,11-50,22217,Bob Martinez,2024-10-26,
LEAD-016775,Lee Inc,86305,Referral,New,Manufacturing,51-200,55912,Alice Chen,2024-12-27,
LEAD-016776,George Inc,09604,Event,New,Retail,201-500,117754,Bob Martinez,2024-03-25,
LEAD-016777,"Obrien, Roth and Hoover",89519,Referral,Qualified,Manufacturing,11-50,14611,David Johnson,2024-11-09,
LEAD-016778,Roberson and Sons,58183,Referral,Won,Manufacturing,201-500,186475,Eva Rodriguez,2024-10-06,
LEAD-016779,Garcia-Tran,20328,Event,Opportunity,Finance,500+,593354,Carol Williams,2024-05-14,
LEAD-016780,"Miller, Kent and Weaver",62622,Event,Lost,Other,11-50,20344,Eva Rodriguez,2024-09-26,
LEAD-016781,Spears-Moore,16243,Partner,Qualified,Professional Services,51-200,51964,David Johnson,2024-08-05,
LEAD-016782,Hunter-Rowland,92054,Event,Opportunity,Other,201-500,123078,Alice Chen,2024-10-20,
LEAD-016783,Jackson Group,46462,Partner,Opportunity,Manufacturing,51-200,42516,Bob Martinez,2024-07-09,
LEAD-016784,Gonzalez Inc,82161,Referral,Won,Other,201-500,105424,Eva Rodriguez,2024-06-20,2024-10-18
LEAD-016785,Daniel PLC,12750,Website,Opportunity,Retail,51-200,23759,Carol Williams,2024-04-13,
LEAD-016786,"Wood, Perez and Morales",84187,Website,Opportunity,Retail,1-10,6932,David Johnson,2024-10-27,
LEAD-016787,Sosa-Adams,96159,Content,Opportunity,Other,1-10,5359,Eva Rodriguez,2024-02-11,
LEAD-016788,"Marshall, Wilson and Hardy",41697,Content,New,Finance,11-50,15089,Alice Chen,2024-02-22,
LEAD-016789,"Mendoza, Roberts and Velasquez",67140,Event,Opportunity,Manufacturing,1-10,5106,David Johnson,2024-04-08,
LEAD-016790,"Callahan, Myers and Stewart",77930,Referral,Opportunity,Healthcare,11-50,8572,Alice Chen,2024-02-29,
LEAD-016791,Jones-Vaughn,87717,Referral,Won,Manufacturing,201-500,142608,David Johnson,2024-10-25,2024-12-06
LEAD-016792,Parks-Li,52772,Partner,Opportunity,Finance,11-50,17087,Eva Rodriguez,2024-11-19,
LEAD-016793,"Hernandez, Miles and Campbell",86683,Website,New,Professional Services,11-50,10565,Alice Chen,2024-08-25,
LEAD-016794,Calderon Inc,29926,Referral,Opportunity,Retail,201-500,63157,David Johnson,2024-08-28,
LEAD-016795,Long Inc,18586,Website,Qualified,Finance,51-200,85355,Carol Williams,2024-07-17,
LEAD-016796,Rodriguez Inc,13799,Cold Outbound,Lost,Finance,51-200,57322,Bob Martinez,2024-07-09,2024-12-03
LEAD-016797,Evans LLC,93739,Event,Opportunity,Retail,51-200,24303,Carol Williams,2024-12-13,
LEAD-016798,Stephens-Barrett,62035,Website,Opportunity,Finance,201-500,134964,Eva Rodriguez,2024-03-30,
LEAD-016799,Evans-Williams,18284,Referral,New,Professional Services,1-10,4199,Alice Chen,2024-02-15,
LEAD-016800,"Mcdaniel, Chandler and Anderson",65981,Referral,Won,Professional Services,1-10,3695,Eva Rodriguez,2024-12-22,
LEAD-016801,Cunningham Group,07863,Website,Won,Other,1-10,4531,David Johnson,2024-09-01,
LEAD-016802,Butler and Sons,16836,Content,Qualified,Other,11-50,12925,David Johnson,2024-06-13,
LEAD-016803,Riley PLC,09071,Event,Opportunity,Healthcare,11-50,17270,Alice Chen,2024-12-22,
LEAD-016804,Rivas Group,63245,Referral,Won,Professional Services,1-10,5855,Alice Chen,2024-02-13,2024-06-18
LEAD-016805,"Foster, Stark and Hamilton",98465,Partner,Qualified,Technology,1-10,1637,David Johnson,2024-04-09,
LEAD-016806,Parks Group,07159,Website,Opportunity,Professional Services,51-200,62273,Carol Williams,2024-06-06,
LEAD-016807,Kelley-Russo,89601,Website,Lost,Retail,500+,199377,Alice Chen,2024-11-14,
LEAD-016808,"Farmer, Weaver and Mitchell",83281,Event,Won,Finance,500+,567877,Carol Williams,2024-11-07,
LEAD-016809,Baker-Taylor,45227,Website,Qualified,Other,500+,620102,Eva Rodriguez,2024-01-23,
LEAD-016810,Quinn-Francis,67496,Event,Won,Manufacturing,51-200,44865,Bob Martinez,2024-06-05,2024-09-11
LEAD-016811,Phelps-Walker,55927,Event,Qualified,Finance,1-10,1715,Carol Williams,2024-08-05,
LEAD-016812,"Carter, Rodriguez and Butler",23767,Event,Qualified,Technology,1-10,4612,David Johnson,2024-07-10,
LEAD-016813,Fisher-Richmond,31619,Partner,New,Healthcare,51-200,41462,Eva Rodriguez,2024-02-12,
LEAD-016814,Wood-Stewart,35873,Website,Opportunity,Finance,201-500,279142,Bob Martinez,2024-02-05,
LEAD-016815,"Owens, Ryan and Lewis",24428,Referral,Qualified,Finance,51-200,54508,Bob Martinez,2024-02-04,
LEAD-016816,Hernandez PLC,14822,Referral,Opportunity,Healthcare,500+,803993,David Johnson,2024-08-02,
LEAD-016817,Holmes-Johnson,51732,Referral,New,Professional Services,11-50,11821,David Johnson,2024-03-24,
LEAD-016818,Nguyen-Yu,89043,Content,Opportunity,Finance,11-50,8962,Carol Williams,2024-05-12,
LEAD-016819,Francis-Lawrence,64048,Cold Outbound,Qualified,Finance,201-500,231907,Carol Williams,2024-01-25,
LEAD-016820,Roberts Ltd,49858,Cold Outbound,New,Healthcare,51-200,28835,Alice Chen,2024-07-15,
LEAD-016821,"Andrade, White and Stark",31467,Event,Qualified,Other,51-200,63288,Eva Rodriguez,2024-04-27,
LEAD-016822,Montoya and Sons,27502,Website,Opportunity,Finance,11-50,13908,Carol Williams,2024-05-19,
LEAD-016823,"Lopez, Baxter and Fowler",02017,Website,Lost,Manufacturing,1-10,6068,Carol Williams,2024-12-19,
LEAD-016824,Rivera LLC,11260,Website,New,Healthcare,1-10,3821,Carol Williams,2024-11-05,
LEAD-016825,Foster Group,23557,Website,Won,Retail,500+,371572,David Johnson,2024-05-07,2024-08-30
LEAD-016826,"Blackburn, Powell and Hunter",13415,Website,Qualified,Other,11-50,16399,David Johnson,2024-01-26,
LEAD-016827,"Scott, Fletcher and Nelson",95828,Referral,Opportunity,Finance,11-50,15068,Carol Williams,2024-07-13,
LEAD-016828,Green-Gutierrez,45978,Referral,Opportunity,Healthcare,201-500,122974,Eva Rodriguez,2024-09-02,
LEAD-016829,Mcdonald-Pham,09490,Referral,Qualified,Finance,11-50,20614,Carol Williams,2024-10-25,
LEAD-016830,"Bennett, Martinez and Brooks",83158,Partner,Won,Other,51-200,56834,Eva Rodriguez,2024-03-15,2024-05-21
LEAD-016831,Barrera and Sons,04837,Referral,Opportunity,Healthcare,500+,492105,David Johnson,2024-01-10,
LEAD-016832,Davis-Grimes,89080,Event,Qualified,Finance,51-200,50112,Bob Martinez,2024-08-25,
LEAD-016833,Graham PLC,45772,Website,New,Professional Services,500+,722588,David Johnson,2024-12-28,
LEAD-016834,Austin Ltd,62051,Content,Opportunity,Manufacturing,11-50,20716,Bob Martinez,2024-10-29,
LEAD-016835,Pollard-Maxwell,01785,Cold Outbound,New,Finance,51-200,63683,Bob Martinez,2024-03-06,
LEAD-016836,"Lee, Reid and Howard",31942,Cold Outbound,Lost,Other,201-500,124077,David Johnson,2024-05-03,2024-08-19
LEAD-016837,"Soto, Maldonado and Harper",31378,Cold Outbound,Qualified,Professional Services,51-200,31444,Alice Chen,2024-11-07,
LEAD-016838,"Lewis, Wade and Black",51786,Cold Outbound,Opportunity,Finance,500+,393839,Alice Chen,2024-01-25,
LEAD-016839,Roberts-Arellano,52025,Referral,Opportunity,Healthcare,51-200,41767,Alice Chen,2024-10-17,
LEAD-016840,"Boyd, Martinez and Murphy",57600,Partner,Opportunity,Healthcare,51-200,49905,Eva Rodriguez,2024-02-09,
LEAD-016841,Conner Group,99157,Event,Qualified,Professional Services,500+,501534,Carol Williams,2024-09-28,
LEAD-016842,Bauer LLC,62428,Cold Outbound,New,Retail,51-200,41355,Bob Martinez,2024-09-07,
LEAD-016843,Pruitt-Wilson,83563,Cold Outbound,Qualified,Healthcare,500+,155274,Alice Chen,2024-01-03,
LEAD-016844,Lopez-Sparks,42499,Referral,Opportunity,Other,201-500,125022,David Johnson,2024-08-04,
LEAD-016845,Long-Holmes,78140,Referral,Won,Retail,11-50,26252,Eva Rodriguez,2024-08-13,
LEAD-016846,Gonzalez LLC,63004,Event,Qualified,Professional Services,51-200,55656,Carol Williams,2024-02-05,
LEAD-016847,Frost-Payne,93931,Event,New,Finance,11-50,15615,Carol Williams,2024-05-19,
LEAD-016848,Romero LLC,77872,Referral,Opportunity,Technology,201-500,130250,Carol Williams,2024-08-27,
LEAD-016849,Johnson-Moss,35907,Cold Outbound,Won,Retail,51-200,44347,Bob Martinez,2024-10-14,
LEAD-016850,Marshall-Hernandez,81049,Referral,New,Manufacturing,51-200,40762,Carol Williams,2024-12-30,
LEAD-016851,Moore-Johnson,18701,Referral,Opportunity,Technology,11-50,14706,Carol Williams,2024-07-12,
LEAD-016852,Mcgee-Jones,00557,Referral,Qualified,Other,201-500,93273,Bob Martinez,2024-01-10,
LEAD-016853,"Mitchell, Bennett and Scott",69670,Website,Won,Finance,500+,265619,Carol Williams,2024-07-12,2024-12-08
LEAD-016854,"Weaver, Blevins and Young",14907,Referral,Opportunity,Professional Services,51-200,54917,Bob Martinez,2024-07-16,
LEAD-016855,"Rogers, Adkins and Hernandez",48145,Cold Outbound,Won,Healthcare,11-50,15656,Bob Martinez,2024-03-03,2024-05-06
LEAD-016856,Myers and Sons,85521,Partner,Qualified,Manufacturing,51-200,53559,Carol Williams,2024-01-14,
LEAD-016857,"Mata, Davis and Moss",07105,Cold Outbound,Qualified,Manufacturing,11-50,14758,Bob Martinez,2024-07-22,
LEAD-016858,Ayala Ltd,79703,Partner,Opportunity,Technology,11-50,16260,David Johnson,2024-05-06,
LEAD-016859,Mccoy-Case,42264,Event,Opportunity,Other,11-50,10656,Eva Rodriguez,2024-02-21,
LEAD-016860,Dennis Inc,85777,Referral,Won,Other,1-10,4955,Alice Chen,2024-02-23,2024-06-22
LEAD-016861,Rivers Ltd,48299,Referral,Opportunity,Professional Services,201-500,148520,Carol Williams,2024-08-11,
LEAD-016862,Buchanan-Sanchez,32911,Cold Outbound,Lost,Other,1-10,6949,Alice Chen,2024-08-06,2024-09-11
LEAD-016863,Christensen Ltd,62499,Event,New,Professional Services,51-200,65520,Eva Rodriguez,2024-08-09,
LEAD-016864,"Nichols, Hernandez and Bray",78233,Cold Outbound,Lost,Other,51-200,56589,Carol Williams,2024-12-18,
LEAD-016865,Garcia Group,03908,Referral,Lost,Manufacturing,11-50,22169,Alice Chen,2024-12-10,
LEAD-016866,Howell-Williams,43712,Website,New,Retail,11-50,13988,Alice Chen,2024-12-29,
LEAD-016867,Velez Group,08556,Website,New,Finance,500+,656098,Alice Chen,2024-09-23,
LEAD-016868,Greene and Sons,50198,Website,Opportunity,Healthcare,1-10,5084,Bob Martinez,2024-03-29,
LEAD-016869,"Wang, Bishop and Drake",91114,Cold Outbound,Qualified,Manufacturing,500+,582706,Bob Martinez,2024-06-06,
LEAD-016870,"Morgan, Brown and Green",28885,Website,Qualified,Manufacturing,51-200,37868,Alice Chen,2024-06-07,
LEAD-016871,Jordan-Carroll,93961,Cold Outbound,Opportunity,Technology,1-10,6127,Alice Chen,2024-09-28,
LEAD-016872,"Brown, Collins and Peterson",10283,Website,Opportunity,Manufacturing,51-200,61388,Bob Martinez,2024-08-16,
LEAD-016873,Patton and Sons,52347,Website,Qualified,Retail,11-50,6717,Bob Martinez,2024-07-03,
LEAD-016874,Lopez LLC,70893,Cold Outbound,Lost,Other,11-50,21158,Eva Rodriguez,2024-10-31,2024-12-03
LEAD-016875,Smith-Marsh,54861,Event,Opportunity,Professional Services,1-10,6521,Carol Williams,2024-11-10,
LEAD-016876,Romero Ltd,32934,Referral,Qualified,Professional Services,11-50,8886,Alice Chen,2024-11-10,
LEAD-016877,"Johnson, Wright and Leach",55590,Referral,Opportunity,Retail,500+,457577,Eva Rodriguez,2024-01-19,
LEAD-016878,Manning PLC,60816,Website,Opportunity,Healthcare,51-200,55020,Alice Chen,2024-09-30,
LEAD-016879,Brown-Villarreal,62261,Website,Opportunity,Manufacturing,11-50,19272,Alice Chen,2024-11-02,
LEAD-016880,Black-Chang,35860,Cold Outbound,Won,Professional Services,1-10,3729,Eva Rodriguez,2024-04-10,2024-10-01
LEAD-016881,"Vazquez, Edwards and Morgan",76074,Cold Outbound,New,Technology,51-200,28453,Bob Martinez,2024-03-30,
LEAD-016882,King PLC,50446,Website,New,Manufacturing,51-200,31367,Alice Chen,2024-08-08,
LEAD-016883,Parker-Payne,01158,Cold Outbound,Qualified,Finance,51-200,50587,Eva Rodriguez,2024-02-18,
LEAD-016884,Bean Ltd,80773,Content,Opportunity,Finance,11-50,14287,Alice Chen,2024-06-21,
LEAD-016885,Hill-Cox,09526,Cold Outbound,Opportunity,Manufacturing,51-200,39253,Eva Rodriguez,2024-10-01,
LEAD-016886,"Jimenez, Ortega and Watts",81277,Cold Outbound,Qualified,Healthcare,500+,551818,Carol Williams,2024-05-11,
LEAD-016887,"Barnes, Parks and Soto",35126,Cold Outbound,Opportunity,Technology,500+,466526,Eva Rodriguez,2024-02-19,
LEAD-016888,Hall Ltd,16510,Website,Won,Manufacturing,51-200,53217,David Johnson,2024-12-13,
LEAD-016889,Gardner and Sons,38189,Website,New,Manufacturing,201-500,153860,Eva Rodriguez,2024-11-15,
LEAD-016890,Walsh Group,03572,Website,Lost,Technology,11-50,13500,David Johnson,2024-04-03,2024-08-24
LEAD-016891,Peterson-Long,80877,Website,Opportunity,Finance,201-500,137864,Carol Williams,2024-11-10,
LEAD-016892,Hunt-Woods,30399,Cold Outbound,Qualified,Healthcare,201-500,159477,David Johnson,2024-12-30,
LEAD-016893,"Brown, Day and Garcia",81974,Content,Qualified,Technology,11-50,14503,Eva Rodriguez,2024-04-12,
LEAD-016894,Pierce-Lynch,31319,Website,Qualified,Healthcare,51-200,32322,David Johnson,2024-02-19,
LEAD-016895,Myers-Donovan,12058,Website,Lost,Professional Services,51-200,31459,Carol Williams,2024-05-26,2024-07-07
LEAD-016896,Dean LLC,69115,Referral,New,Other,201-500,90683,Bob Martinez,2024-02-10,
LEAD-016897,Ellis and Sons,44821,Referral,Qualified,Retail,500+,460037,David Johnson,2024-02-15,
LEAD-016898,Mcbride Group,40466,Referral,Qualified,Retail,51-200,44603,Alice Chen,2024-07-20,
LEAD-016899,Callahan and Sons,24040,Partner,Qualified,Professional Services,201-500,119923,David Johnson,2024-04-29,
LEAD-016900,Walters-Walsh,30238,Website,Won,Retail,11-50,9840,David Johnson,2024-08-23,2024-09-30
LEAD-016901,"Rodriguez, Warren and Rose",46498,Website,Won,Healthcare,11-50,15921,Carol Williams,2024-04-15,2024-05-29
LEAD-016902,Johnson Group,00802,Referral,Qualified,Finance,11-50,17313,Alice Chen,2024-08-25,
LEAD-016903,"Jacobs, Wright and Marsh",52251,Website,New,Retail,500+,462888,Alice Chen,2024-01-21,
LEAD-016904,Thornton PLC,75568,Website,Opportunity,Healthcare,51-200,36968,Eva Rodriguez,2024-10-16,
LEAD-016905,Ray-Hodges,44890,Website,Opportunity,Professional Services,201-500,135565,Alice Chen,2024-10-25,
LEAD-016906,Morales Group,59894,Event,New,Retail,201-500,175270,David Johnson,2024-03-11,
LEAD-016907,Kemp and Sons,04654,Referral,Won,Professional Services,201-500,140724,Carol Williams,2024-06-26,2024-11-04
LEAD-016908,Jones-Allen,73834,Referral,Opportunity,Technology,51-200,47214,Carol Williams,2024-10-27,
LEAD-016909,Morgan-Hayes,55395,Referral,Qualified,Manufacturing,1-10,4477,David Johnson,2024-10-01,
LEAD-016910,"Rodriguez, Sanchez and Brown",21894,Referral,Won,Technology,11-50,20886,David Johnson,2024-04-10,2024-07-08
LEAD-016911,Garcia and Sons,89491,Content,Won,Manufacturing,500+,670553,Alice Chen,2024-03-03,2024-08-08
LEAD-016912,"Miller, Salazar and Baxter",42725,Referral,Lost,Professional Services,11-50,12917,Alice Chen,2024-10-21,2024-12-27
LEAD-016913,"Parker, Crosby and Thomas",83632,Website,Opportunity,Finance,201-500,114755,Bob Martinez,2024-06-07,
LEAD-016914,Wright-Graves,81494,Website,Won,Healthcare,51-200,64471,David Johnson,2024-04-22,2024-09-29
LEAD-016915,Joyce and Sons,59292,Partner,Opportunity,Professional Services,11-50,23439,Eva Rodriguez,2024-08-01,
LEAD-016916,Parrish Inc,15825,Website,Won,Finance,51-200,44720,Alice Chen,2024-08-14,2024-09-13
LEAD-016917,Rice-Robbins,29888,Referral,Qualified,Professional Services,51-200,30908,Eva Rodriguez,2024-06-11,
LEAD-016918,Wiley Group,91976,Referral,Qualified,Healthcare,1-10,8107,Carol Williams,2024-12-01,
LEAD-016919,Baker LLC,10927,Cold Outbound,Opportunity,Manufacturing,11-50,17748,Eva Rodriguez,2024-12-11,
LEAD-016920,Johnson LLC,61166,Referral,Opportunity,Professional Services,51-200,44801,Eva Rodriguez,2024-03-13,
LEAD-016921,Cunningham and Sons,25030,Website,Opportunity,Retail,51-200,69366,Bob Martinez,2024-06-24,
LEAD-016922,"Wilson, Jackson and Robinson",16666,Referral,Won,Professional Services,51-200,44827,Carol Williams,2024-06-07,2024-07-17
LEAD-016923,Wilson-Archer,78853,Referral,New,Retail,11-50,17889,David Johnson,2024-12-07,
LEAD-016924,"Perry, Valentine and Bullock",72658,Event,New,Retail,1-10,5517,Eva Rodriguez,2024-01-26,
LEAD-016925,"Mcdonald, Cook and Peters",12751,Referral,New,Finance,500+,583252,Bob Martinez,2024-04-21,
LEAD-016926,Montoya-Santos,32767,Event,Won,Healthcare,500+,581598,Eva Rodriguez,2024-03-26,2024-08-10
LEAD-016927,Cervantes-Meadows,87804,Referral,Qualified,Finance,1-10,4359,Bob Martinez,2024-02-08,
LEAD-016928,Sullivan-Taylor,88496,Cold Outbound,Lost,Professional Services,500+,840745,Bob Martinez,2024-09-03,
LEAD-016929,Turner Group,40691,Referral,New,Retail,51-200,65287,Carol Williams,2024-12-23,
LEAD-016930,Herring-Rose,63419,Website,Opportunity,Manufacturing,51-200,54388,Eva Rodriguez,2024-08-08,
LEAD-016931,Benton Inc,72702,Website,Lost,Healthcare,11-50,18244,Bob Martinez,2024-05-15,2024-10-20
LEAD-016932,Doyle-Hall,07611,Website,Qualified,Finance,11-50,16098,Eva Rodriguez,2024-03-22,
LEAD-016933,"Bell, Aguirre and Perkins",79072,Partner,Opportunity,Manufacturing,11-50,11678,Bob Martinez,2024-06-26,
LEAD-016934,"Lucero, Kerr and Hansen",66851,Event,New,Other,201-500,62420,Eva Rodriguez,2024-09-03,
LEAD-016935,Garcia-Hunt,55288,Referral,Opportunity,Professional Services,201-500,133021,David Johnson,2024-12-13,
LEAD-016936,Williamson-Patton,81222,Referral,Opportunity,Other,1-10,3583,Carol Williams,2024-10-24,
LEAD-016937,Graham and Sons,75350,Website,Won,Healthcare,51-200,37641,Carol Williams,2024-04-26,2024-09-18
LEAD-016938,"Curry, Larson and Alvarado",64953,Website,Qualified,Professional Services,500+,289003,David Johnson,2024-03-12,
